The result of  mouse and human £º
**************************************
kidney,kidney,0.9431799222533291 (Right)
lower jaw incisor,lower_jaw_incisor,0.8302548124732115 (Right)
cervical vertebra 5,c5_vertebra,0.8302548124732115 (Right)
rib 10,rib_10,0.8302548124732115 (Right)
left pulmonary vein,left_pulmonary_vein,0.8302548124732115 (Right)
anterior jugular vein,anterior_jugular_vein,0.8302548124732115 (Right)
thoracic vertebra 3,t3_vertebra,0.8302548124732115 (Right)
prepuce epithelium,prepuce_epithelium,0.8302548124732115 (Right)
rib 5,rib_5,0.8302548124732115 (Right)
lumbar vertebra 5,l5_vertebra,0.8302548124732115 (Right)
spinal ganglion,ganglion,0.8275747658326629
uterine cervix,cervix,0.8275747658326629 (Right)
sympathetic nerve trunk,thoracic_sympathetic_nerve_trunk,0.8256234940184225
blood vessel endothelium,blood_vessel_tissue,0.8250999750199564
glomerular capillary basement membrane,glomerular_basement_membrane,0.8242178109204745 (Right)
cerebellum granule cell layer,granular_layer_of_the_cerebellum,0.823113527461803 (Right)
thoracic ganglion,thoracic_ganglion,0.8228123409986846 (Right)
thyroid cartilage,thyroid_cartilage,0.8228123409986846 (Right)
renal tubule epithelium,renal_tubule_epithelium,0.8228123409986846 (Right)
spinal vestibular nucleus,spinal_vestibular_nucleus,0.8228123409986846 (Right)
pectoralis minor,pectoralis_minor,0.8228123409986846 (Right)
retinal vein,retinal_vein,0.8228123409986846 (Right)
pericardiacophrenic vein,pericardiacophrenic_vein,0.8228123409986846 (Right)
epiglottic cartilage,epiglottic_cartilage,0.8228123409986846 (Right)
thyroid artery,thyroid_artery,0.8228123409986846 (Right)
intrinsic tongue muscle vertical component,intrinsic_tongue_muscle_vertical_component,0.8228123409986846 (Right)
dorsal foot interosseus muscle,dorsal_foot_interosseous_muscle,0.8228123409986846 (Right)
bronchial artery,bronchial_artery,0.8228123409986846 (Right)
patella,patella,0.8228123409986846 (Right)
internal mammary artery,internal_mammary_artery,0.8228123409986846 (Right)
communicating artery,communicating_artery,0.8228123409986846 (Right)
posterior communicating artery,posterior_communicating_artery,0.8228123409986846 (Right)
sciatic nerve,sciatic_nerve,0.8228123409986846 (Right)
hair shaft,shaft_of_the_hair,0.8228123409986846 (Right)
brachial vein,brachial_vein,0.8228123409986846 (Right)
bile canaliculus,bile_canaliculus,0.8228123409986846 (Right)
heart apex,apex_of_the_heart,0.8228123409986846 (Right)
cephalic vein,cephalic_vein,0.8228123409986846 (Right)
bronchiole epithelium,bronchiole_epithelium,0.8228123409986846 (Right)
myometrium,myometrium,0.8228123409986846 (Right)
phrenic nerve,phrenic_nerve,0.8228123409986846 (Right)
axillary nerve,axillary_nerve,0.8228123409986846 (Right)
common palmar digital arteries,common_palmar_digital_artery,0.8228123409986846 (Right)
labium,labium,0.8228123409986846 (Right)
male urethra,male_urethra,0.8228123409986846 (Right)
female urethra,female_urethra,0.8228123409986846 (Right)
left kidney,left_kidney,0.8228123409986846 (Right)
lymphoid tissue,lymphoid_tissue,0.8228123409986846 (Right)
ileal vein,ileal_vein,0.8228123409986846 (Right)
wrist skin,wrist_skin,0.8228123409986846 (Right)
sweat,sweat,0.8228123409986846 (Right)
median artery,median_artery,0.8228123409986846 (Right)
median nerve,median_nerve,0.8228123409986846 (Right)
retinal artery,retinal_artery,0.8228123409986846 (Right)
cervical artery,cervical_artery,0.8228123409986846 (Right)
infraorbital artery,infraorbital_artery,0.8228123409986846 (Right)
subcostal vein,subcostal_vein,0.8228123409986846 (Right)
ophthalmic artery,opthalmic_artery,0.8228123409986846 (Right)
coccygeal vertebra,coccygeal_vertebra,0.8228123409986846 (Right)
middle cerebral artery,middle_cerebral_artery,0.8228123409986846 (Right)
cerebral artery,cerebral_artery,0.8228123409986846 (Right)
basilic vein,basilic_vein,0.8228123409986846 (Right)
dorsal hand interosseus muscle,dorsal_hand_interosseous_muscle,0.8228123409986846 (Right)
radial artery,radial_artery,0.8228123409986846 (Right)
subscapular artery,subscapular_artery,0.8228123409986846 (Right)
ulnar nerve,ulnar_nerve,0.8228123409986846 (Right)
dorsal nasal artery,dorsal_nasal_artery,0.8228123409986846 (Right)
pancreatic acinus,pancreatic_acinus,0.8228123409986846 (Right)
cerebellar vein,cerebellar_vein,0.8228123409986846 (Right)
cutaneous vein,cutaneous_vein,0.8228123409986846 (Right)
lacrimal artery,lacrimal_artery,0.8228123409986846 (Right)
ovarian vein,ovarian_vein,0.8228123409986846 (Right)
superficial cervical artery,superficial_cervical_artery,0.8228123409986846 (Right)
falciform ligament,falciform_ligament,0.8228123409986846 (Right)
quadratus lumborum,quadratus_lumborum,0.8228123409986846 (Right)
tear,tear,0.8228123409986846 (Right)
gastroepiploic artery,gastroepiploic_artery,0.8228123409986846 (Right)
renal tubule basement membrane,renal_tubule_basement_membrane,0.8228123409986846 (Right)
left ureter,left_ureter,0.8228123409986846 (Right)
iliac circumflex artery,circumflex_iliac_artery,0.8228123409986846 (Right)
distal convoluted tubule,distal_convoluted_tubule,0.8228123409986846 (Right)
occipital artery,occipital_artery,0.8228123409986846 (Right)
mental artery,mental_artery,0.8228123409986846 (Right)
supraorbital vein,supra-orbital_vein,0.8228123409986846 (Right)
digital vein,digital_vein,0.8228123409986846 (Right)
gastric artery,gastric_artery,0.8228123409986846 (Right)
epigastric artery,epigastric_artery,0.8228123409986846 (Right)
superior vesical artery,superior_vesical_artery,0.8228123409986846 (Right)
seminal vesicle epithelium,seminal_vesicle_epithelium,0.8228123409986846 (Right)
tibial nerve,tibial_nerve,0.8228123409986846 (Right)
auricular artery,auricular_artery,0.8228123409986846 (Right)
posterior cerebral artery,posterior_cerebral_artery,0.8228123409986846 (Right)
median vein,median_vein,0.8228123409986846 (Right)
right ureter,right_ureter,0.8228123409986846 (Right)
levator ani,levator_ani,0.8228123409986846 (Right)
anterior auricular vein,anterior_auricular_vein,0.8228123409986846 (Right)
gastric vein,gastric_vein,0.8228123409986846 (Right)
epigastric vein,epigastric_vein,0.8228123409986846 (Right)
cementum,cementum,0.8228123409986846 (Right)
temporal artery,temporal_artery,0.8228123409986846 (Right)
masseteric vein,masseteric_vein,0.8228123409986846 (Right)
celiac artery,coeliac_artery,0.8228123409986846 (Right)
intrahepatic bile duct epithelium,intrahepatic_bile_duct,0.8228123409986846
membranous urethra,membranous_urethra,0.8228123409986846 (Right)
left main bronchus,left_main_bronchus,0.8228123409986846 (Right)
axial skeleton,axial_skeleton,0.8228123409986846 (Right)
perilymph,perilymph,0.8228123409986846 (Right)
ethmoidal artery,ethmoidal_artery,0.8228123409986846 (Right)
submental vein,submental_vein,0.8228123409986846 (Right)
femoral artery,femoral_artery,0.8228123409986846 (Right)
peroneal nerve,peroneal_nerve,0.8228123409986846 (Right)
subcostal artery,subcostal_artery,0.8228123409986846 (Right)
uterine gland,uterine_gland,0.8228123409986846 (Right)
inferior epigastric artery,inferior_epigastric_artery,0.8228123409986846 (Right)
right kidney,right_kidney,0.8228123409986846 (Right)
suprarenal vein,suprarenal_vein,0.8228123409986846 (Right)
ilio-lumbar vein,iliolumbar_vein,0.8228123409986846 (Right)
dorsal metacarpal artery,dorsal_metacarpal_artery,0.8228123409986846 (Right)
sublingual artery,sublingual_artery,0.8228123409986846 (Right)
lingual artery,lingual_artery,0.8228123409986846 (Right)
bone marrow,bone_marrow,0.8228123409986846 (Right)
endolymph,endolymph,0.8228123409986846 (Right)
middle phalanx of hand,middle_phalanx_of_the_hand,0.8228123409986846 (Right)
labial artery,labial_artery,0.8228123409986846 (Right)
face,face,0.8228123409986846 (Right)
inferior vesical artery,inferior_vesical_artery,0.8228123409986846 (Right)
basilar artery,basilar_artery,0.8228123409986846 (Right)
clavicle,clavicle,0.8228123409986846 (Right)
facial artery,facial_artery,0.8228123409986846 (Right)
transversus abdominis,transversus_abdominis,0.8228123409986846 (Right)
pancreatic vein,pancreatic_vein,0.8228123409986846 (Right)
transverse facial artery,transverse_facial_artery,0.8228123409986846 (Right)
perineal artery,peroneal_artery,0.8228123409986846
peroneal artery,perineal_artery,0.8228123409986846
urinary space,urinary_space,0.8228123409986846 (Right)
anterior tibial artery,anterior_tibial_artery,0.8228123409986846 (Right)
superior intercostal vein,superior_intercostal_vein,0.8228123409986846 (Right)
intercostal artery,intercostal_artery,0.8228123409986846 (Right)
leg skin,leg_skin,0.8228123409986846 (Right)
ilium,ilium,0.8228123409986846 (Right)
dentin,dentin,0.8228123409986846 (Right)
axillary vein,axillary_vein,0.8228123409986846 (Right)
medial vestibular nucleus,medial_vestibular_nucleus,0.8228123409986846 (Right)
left ovary,left_ovary,0.8228123409986846 (Right)
elbow skin,elbow_skin,0.8228123409986846 (Right)
cheek,cheek,0.8228123409986846 (Right)
lung surfactant,lung_surfactant,0.8228123409986846 (Right)
clitoris,clitoris,0.8228123409986846 (Right)
buccal artery,buccal_artery,0.8228123409986846 (Right)
tibial artery,tibial_artery,0.8228123409986846 (Right)
oropharynx epithelium,oropharynx_epithelium,0.8228123409986846 (Right)
nasopharynx epithelium,nasopharynx_epithelium,0.8228123409986846 (Right)
vas deferens epithelium,vas_deferens_epithelium,0.8228123409986846 (Right)
cerumen,cerumen,0.8228123409986846 (Right)
arytenoid cartilage,arytenoid_cartilage,0.8228123409986846 (Right)
femoral nerve,femoral_nerve,0.8228123409986846 (Right)
vertebral artery,vertebral_artery,0.8228123409986846 (Right)
ilio-lumbar artery,iliolumbar_artery,0.8228123409986846 (Right)
penis erectile tissue,penis_erectile_tissue,0.8228123409986846 (Right)
medial palpebral ligament,medial_palpebral_ligament,0.8228123409986846 (Right)
ischium,ischium,0.8228123409986846 (Right)
ulnar artery,ulnar_artery,0.8228123409986846 (Right)
subclavian vein,subclavian_vein,0.8228123409986846 (Right)
atrioventricular node,atrioventricular_node,0.8228123409986846 (Right)
lateral thoracic artery,lateral_thoracic_artery,0.8228123409986846 (Right)
external sural artery,external_sural_artery,0.8228123409986846 (Right)
bronchial vein,bronchial_vein,0.8228123409986846 (Right)
posterior tibial artery,posterior_tibial_artery,0.8228123409986846 (Right)
phrenic artery,phrenic_artery,0.8228123409986846 (Right)
maxillary artery,axillary_artery,0.8228123409986846
ankle skin,ankle_skin,0.8228123409986846 (Right)
anterior cerebral artery,anterior_cerebral_artery,0.8228123409986846 (Right)
saliva,saliva,0.8228123409986846 (Right)
glans penis,glans_penis,0.8228123409986846 (Right)
right main bronchus,right_main_bronchus,0.8228123409986846 (Right)
internal iliac artery,internal_iliac_artery,0.8228123409986846 (Right)
popliteal artery,popliteal_artery,0.8228123409986846 (Right)
inferior rectal artery,inferior_rectal_artery,0.8228123409986846 (Right)
iliacus,iliacus,0.8228123409986846 (Right)
obturator vein,obturator_vein,0.8228123409986846 (Right)
ileocolic vein,ileocolic_vein,0.8228123409986846 (Right)
plantar foot interosseus muscle,plantar_foot_interosseus_muscle,0.8228123409986846 (Right)
lumbosacral plexus,lumbosacral_plexus,0.8228123409986846 (Right)
appendicular skeleton,appendicular_skeleton,0.8228123409986846 (Right)
phrenic vein,phrenic_vein,0.8228123409986846 (Right)
spinal artery,spinal_artery,0.8228123409986846 (Right)
alveolar artery,alveolar_artery,0.8228123409986846 (Right)
upper leg,thigh,0.8228123409986846 (Right)
thoracodorsal artery,thoracodorsal_artery,0.8228123409986846 (Right)
cerebellar artery,cerebellar_artery,0.8228123409986846 (Right)
external iliac artery,external_iliac_artery,0.8228123409986846 (Right)
anterior abdominal wall muscle,anterior_abdominal_wall_muscle,0.8228123409986846 (Right)
medial tarsal artery,medial_tarsal_artery,0.8228123409986846 (Right)
pectoralis major,pectoralis_major,0.8228123409986846 (Right)
celiac ganglion,coeliac_ganglion,0.8228123409986846 (Right)
portal vein,portal_vein,0.8228123409986846 (Right)
pancreatic duct,pancreatic_duct,0.8228123409986846 (Right)
internal mammary vein,internal_mammary_vein,0.8228123409986846 (Right)
frontal artery,frontal_artery,0.8228123409986846 (Right)
intrinsic tongue muscle transverse component,intrinsic_tongue_muscle_transverse_component,0.8228123409986846 (Right)
sebum,sebum,0.8228123409986846 (Right)
ovarian artery,ovarian_artery,0.8228123409986846 (Right)
azygos vein,azygos_vein,0.8228123409986846 (Right)
middle colic artery,middle_colic_artery,0.8228123409986846 (Right)
dorsal metatarsal vein,dorsal_metatarsal_vein,0.8228123409986846 (Right)
medial plantar artery,medial_plantar_artery,0.8228123409986846 (Right)
brachial artery,brachial_artery,0.8228123409986846 (Right)
purkinje fiber,purkinje_fiber,0.8228123409986846 (Right)
rectus abdominis,rectus_abdominis,0.8228123409986846 (Right)
right ovary,right_ovary,0.8228123409986846 (Right)
superior cerebellar artery,superior_cerebellar_artery,0.8228123409986846 (Right)
venous system smooth muscle,venous_system_smooth_muscle_tissue,0.8228123409986846 (Right)
popliteal vein,popliteal_vein,0.8228123409986846 (Right)
obturator artery,obturator_artery,0.8228123409986846 (Right)
skeletal muscle tissue,skeletal_muscle_tissue,0.8228123409986846 (Right)
left testis,left_testis,0.8228123409986846 (Right)
cerebral vein,cerebral_vein,0.8228123409986846 (Right)
hepatic artery,hepatic_artery,0.8228123409986846 (Right)
saphenous vein,saphenous_vein,0.8228123409986846 (Right)
radial nerve,radial_nerve,0.8228123409986846 (Right)
thymic vein,thymic_vein,0.8228123409986846 (Right)
ileocolic artery,ileo-colic_artery,0.8228123409986846 (Right)
inferior palpebral vein,inferior_palpebral_vein,0.8228123409986846 (Right)
right testis,right_testis,0.8228123409986846 (Right)
vertebral vein,vertebral_vein,0.8228123409986846 (Right)
enamel,enamel,0.8228123409986846 (Right)
cricoid cartilage,cricoid_cartilage,0.8228123409986846 (Right)
urethra epithelium,urethra_epithelium,0.8228123409986846 (Right)
atrioventricular bundle,atrioventricular_bundle,0.8228123409986846 (Right)
foot bone,foot_bone,0.8228123409986846 (Right)
pons,pons_varolii,0.8224772598445799 (Right)
cerebellar layer,cortical_cell_layer,0.8203756091717396
head bone,ethmoid_bone,0.8187843596522655
cerebellar hemisphere,hemisphere_of_the_cerebellum,0.8175467276754302 (Right)
thoracic vertebra 11,t11_vertebra,0.816109419786523 (Right)
endometrium stroma,endometrial_stroma,0.8149825458245915 (Right)
vertebra dorsal arch,arch_of_the_vertebra,0.8143306804001555 (Right)
molar,molar_tooth,0.812394890243049 (Right)
coat hair,hair,0.8114274275090679 (Right)
head/neck skin,skin_of_the_scalp_and_neck,0.8099267295083347 (Right)
osseus spiral lamina,lamina_spiralis_ossea,0.8082105865365614 (Right)
efferent duct epithelium,efferent_ductule_epithelium,0.8077783192861472 (Right)
thoraco-acromial artery,acromial_thoracic_artery,0.8073703425214434 (Right)
axillary lymph node,axillary_lymph_node,0.8062190094571811 (Right)
seminal fluid,seminal_fluid,0.8062190094571811 (Right)
eyelid skin,eyelid_skin,0.8062190094571811 (Right)
right lung bronchiole,right_lung_bronchiole,0.8062190094571811 (Right)
smooth muscle tissue,smooth_muscle_tissue,0.8062190094571811 (Right)
artery smooth muscle,artery_smooth_muscle_tissue,0.8062190094571811 (Right)
sternohyoid,sternohyoid,0.8062190094571811 (Right)
sesamoid bone,sesamoid_bone,0.8062190094571811 (Right)
mammary gland,mammary_gland,0.8062190094571811 (Right)
omotransverse,omotransverse,0.8062190094571811 (Right)
thoracic cavity,thoracic_cavity,0.8062190094571811 (Right)
soleus,soleus,0.8062190094571811 (Right)
subscapularis,subscapularis,0.8062190094571811 (Right)
colostrum,colostrum,0.8062190094571811 (Right)
bronchus smooth muscle,bronchus_smooth_muscle_tissue,0.8062190094571811 (Right)
longissimus lumborum,longissimus_lumborum,0.8062190094571811 (Right)
nasal septum,nasal_septum,0.8062190094571811 (Right)
palatine bone,palatine_bone,0.8062190094571811 (Right)
auricle,external_ear,0.8062190094571811
cleidooccipital,cleidooccipital,0.8062190094571811 (Right)
perineal muscle,perineal_muscle,0.8062190094571811 (Right)
extensor digitorum lateralis,extensor_digitorum_lateralis,0.8062190094571811 (Right)
inferior vena cava,inferior_vena_cava,0.8062190094571811 (Right)
fibrocartilage,fibrocartilage,0.8062190094571811 (Right)
arterial system endothelium,arterial_system_endothelium,0.8062190094571811 (Right)
infraspinatus,infraspinatus,0.8062190094571811 (Right)
spleen germinal center,spleen_germinal_center,0.8062190094571811 (Right)
left lung alveolar duct,left_lung_alveolar_duct,0.8062190094571811 (Right)
nail,nail,0.8062190094571811 (Right)
longus capitis,longus_capitis,0.8062190094571811 (Right)
tibialis caudalis,tibialis_caudalis,0.8062190094571811 (Right)
thyrohyoid,thyrohyoid,0.8062190094571811 (Right)
aorta smooth muscle,aorta_smooth_muscle_tissue,0.8062190094571811 (Right)
peyer's patch germinal center,peyer_s_patch_germinal_center,0.8062190094571811 (Right)
visual system,visual_system,0.8062190094571811 (Right)
tensor tympani,tensor_tympani,0.8062190094571811 (Right)
arteriole smooth muscle,arteriole_smooth_muscle_tissue,0.8062190094571811 (Right)
bile,bile,0.8062190094571811 (Right)
biceps femoris,biceps_femoris,0.8062190094571811 (Right)
trachea smooth muscle,trachea_smooth_muscle_tissue,0.8062190094571811 (Right)
peroneus longus,peroneus_longus,0.8062190094571811 (Right)
sputum,sputum,0.8062190094571811 (Right)
semispinalis thoracis,semispinalis_thoracis,0.8062190094571811 (Right)
cervix squamous epithelium,cervix_squamous_epithelium,0.8062190094571811 (Right)
constrictor vulvae,constrictor_vulvae,0.8062190094571811 (Right)
eye posterior chamber,posterior_chamber_of_the_eye,0.8062190094571811 (Right)
levator nasolabialis,levator_nasolabialis,0.8062190094571811 (Right)
posterior semicircular canal,posterior_semicircular_canal,0.8062190094571811 (Right)
deltoid,deltoid,0.8062190094571811 (Right)
inguinal lymph node,inguinal_lymph_node,0.8062190094571811 (Right)
extensor carpi radialis longus,extensor_carpi_radialis_longus,0.8062190094571811 (Right)
extensor digitorum longus,extensor_digitorum_longus,0.8062190094571811 (Right)
synovial fluid,synovial_fluid,0.8062190094571811 (Right)
levator palpebrae superioris,levator_palpebrae_superioris,0.8062190094571811 (Right)
abdominal aorta,abdominal_aorta,0.8062190094571811 (Right)
sphenoid sinus,sphenoid_sinus,0.8062190094571811 (Right)
scalenus medius,scalenus_medius,0.8062190094571811 (Right)
tensor fasciae lata,tensor_fasciae_lata,0.8062190094571811 (Right)
sternoclavicular joint,sternoclavicular_joint,0.8062190094571811 (Right)
triceps surae,triceps_surae,0.8062190094571811 (Right)
lacrimal sac,lacrimal_sac,0.8062190094571811 (Right)
pulmonary valve,pulmonary_valve,0.8062190094571811 (Right)
geniohyoid,geniohyoid,0.8062190094571811 (Right)
trachea basal lamina,trachea_basal_lamina,0.8062190094571811 (Right)
serratus ventralis,serratus_ventralis,0.8062190094571811 (Right)
mylohyoid,mylohyoid,0.8062190094571811 (Right)
outer canthus,outer_canthus,0.8062190094571811 (Right)
obturator externus,obturator_externus_muscle,0.8062190094571811 (Right)
frontal sinus,frontal_sinus,0.8062190094571811 (Right)
gluteus maximus,gluteus_maximus,0.8062190094571811 (Right)
sternocostal joint,sternocostal_joint,0.8062190094571811 (Right)
maxillary sinus,maxillary_sinus,0.8062190094571811 (Right)
mitral valve,mitral_valve,0.8062190094571811 (Right)
genioglossus,genioglossus,0.8062190094571811 (Right)
pectineus,pectineus,0.8062190094571811 (Right)
urethralis,urethralis,0.8062190094571811 (Right)
right lung alveolar duct,right_lung_alveolar_duct,0.8062190094571811 (Right)
left lung alveolus,left_lung_alveolus,0.8062190094571811 (Right)
meibomian gland,meibomian_gland,0.8062190094571811 (Right)
costal cartilage,costal_cartilage,0.8062190094571811 (Right)
palatine tonsil,palatine_tonsil,0.8062190094571811 (Right)
terminal bronchiole epithelium,terminal_bronchiole_epithelium,0.8062190094571811 (Right)
thyroid gland capsule,thyroid_gland_capsule,0.8062190094571811 (Right)
thyroid gland left lobe,left_thyroid_gland_lobe,0.8062190094571811 (Right)
esophagus secretion,esophagus_secretion,0.8062190094571811 (Right)
adductor group (leg),adductor_group_of_the_leg,0.8062190094571811 (Right)
segmental bronchus,segmental_bronchus,0.8062190094571811 (Right)
popliteal lymph node,popliteal_lymph_node,0.8062190094571811 (Right)
eye anterior chamber,anterior_chamber_of_the_eye,0.8062190094571811 (Right)
palmar hand interosseus muscle,palmar_hand_interosseus_muscle,0.8062190094571811 (Right)
aortic valve,aortic_valve,0.8062190094571811 (Right)
iliothoracic,iliothoracic,0.8062190094571811 (Right)
flexor carpi radialis,flexor_carpi_radialis,0.8062190094571811 (Right)
articular cartilage,articular_cartilage,0.8062190094571811 (Right)
urine,urine,0.8062190094571811 (Right)
flexor hallucis longus,flexor_hallucis_longus,0.8062190094571811 (Right)
semitendinosus,semitendinosus,0.8062190094571811 (Right)
liver left lobe,left_lobe_of_the_liver,0.8062190094571811 (Right)
bulboglandular,bulboglandular,0.8062190094571811 (Right)
foot digit 4,foot_digit_4,0.8062190094571811 (Right)
extensor digitorum communis,extensor_digitorum_communis,0.8062190094571811 (Right)
orbicularis oculi,orbicularis_oculi,0.8062190094571811 (Right)
sacroiliac joint,sacroiliac_joint,0.8062190094571811 (Right)
costochondral joint,costochondral_joint,0.8062190094571811 (Right)
submucous nerve plexus,submucous_nerve_plexus,0.8062190094571811 (Right)
flexor digitorum profundus,flexor_digitorum_profundus,0.8062190094571811 (Right)
cutaneous trunci,cutaneous_trunci,0.8062190094571811 (Right)
longus colli,longus_colli,0.8062190094571811 (Right)
rectus femoris,rectus_femoris,0.8062190094571811 (Right)
fungiform papilla,fungiform_papilla,0.8062190094571811 (Right)
elastic cartilage,elastic_cartilage,0.8062190094571811 (Right)
diaphragm,diaphragm,0.8062190094571811 (Right)
right lung middle lobe,middle_lobe_of_the_right_lung,0.8062190094571811 (Right)
rib shaft,rib_shaft,0.8062190094571811 (Right)
nasal mucus,nasal_mucus,0.8062190094571811 (Right)
abductor pollicis longus,abductor_pollicis_longus,0.8062190094571811 (Right)
depressor labii inferioris,depressor_labii_inferioris,0.8062190094571811 (Right)
anus,anus,0.8062190094571811 (Right)
anal canal,anal_canal,0.8062190094571811 (Right)
sternal manubrium,sternal_manubrium,0.8062190094571811 (Right)
right lung alveolus,right_lung_alveolus,0.8062190094571811 (Right)
costovertebral joint,costovertebral_joint,0.8062190094571811 (Right)
lobar bronchus,lobar_bronchus,0.8062190094571811 (Right)
hand digit 2,hand_digit_2,0.8062190094571811 (Right)
transversus thoracis,transversus_thoracis,0.8062190094571811 (Right)
retina outer nuclear layer,outer_nuclear_layer_of_retina,0.8062190094571811 (Right)
thyroid gland isthmus,thyroid_gland_isthmus,0.8062190094571811 (Right)
nasal cartilage,nasal_cartilage,0.8062190094571811 (Right)
external anal sphincter,external_anal_sphincter,0.8062190094571811 (Right)
extensor carpi radialis brevis,extensor_carpi_radialis_brevis,0.8062190094571811 (Right)
semispinalis capitis,semispinalis_capitis,0.8062190094571811 (Right)
cervical lymph node,cervical_lymph_node,0.8062190094571811 (Right)
tricuspid valve,tricuspid_valve,0.8062190094571811 (Right)
sternothyroid,sternothyroid,0.8062190094571811 (Right)
rib tubercle,rib_tubercle,0.8062190094571811 (Right)
vagina squamous epithelium,vaginal_squamous_epithelium,0.8062190094571811 (Right)
inner canthus,inner_canthus,0.8062190094571811 (Right)
loop of henle,loop_of_henle,0.8062190094571811 (Right)
zygomaticus,zygomaticus,0.8062190094571811 (Right)
longissimus thoracis,longissimus_thoracis,0.8062190094571811 (Right)
dorsal root ganglion,dorsal_root_ganglion,0.8062190094571811 (Right)
pancreas body,body_of_the_pancreas,0.8062190094571811 (Right)
oropharyngeal lymphoid tissue,oropharyngeal_lymphoid_tissue,0.8062190094571811 (Right)
styloglossus,styloglossus,0.8062190094571811 (Right)
seminal vesicle secretion,seminal_vesicle_secretion,0.8062190094571811 (Right)
pronator teres,pronator_teres,0.8062190094571811 (Right)
hyaline cartilage,hyaline_cartilage,0.8062190094571811 (Right)
longissimus cervicis,longissimus_cervicis,0.8062190094571811 (Right)
nasal turbinate,nasal_turbinate,0.8062190094571811 (Right)
ethmoid sinus,ethmoid_sinus,0.8062190094571811 (Right)
cleidocephalic,cleidocephalic,0.8062190094571811 (Right)
parotidoauricular,parotidoauricular,0.8062190094571811 (Right)
eyelid connective tissue,eyelid_connective_tissue,0.8062190094571811 (Right)
external acoustic meatus,external_acoustic_meatus,0.8062190094571811 (Right)
internal carotid nerve plexus,internal_carotid_nerve_plexus,0.8062190094571811 (Right)
parathyroid gland capsule,parathyroid_gland_capsule,0.8062190094571811 (Right)
thyroid gland right lobe,right_thyroid_gland_lobe,0.8062190094571811 (Right)
foliate papilla,foliate_papilla,0.8062190094571811 (Right)
rib head,rib_head,0.8062190094571811 (Right)
pancreas tail,tail_of_the_pancreas,0.8062190094571811 (Right)
semispinalis cervicis,semispinalis_cervicis,0.8062190094571811 (Right)
upper eyelid,upper_eyelid,0.8062190094571811 (Right)
visceral pleura,visceral_pleura,0.8062190094571811 (Right)
hand digit 4,hand_digit_4,0.8062190094571811 (Right)
liver right lobe,right_lobe_of_the_liver,0.8062190094571811 (Right)
gluteus medius,gluteus_medius,0.8062190094571811 (Right)
hand digit 1,hand_digit_1,0.8062190094571811 (Right)
flexor carpi ulnaris,flexor_carpi_ulnaris,0.8062190094571811 (Right)
sweat gland,sweat_gland,0.8062190094571811 (Right)
lymph,lymph,0.8062190094571811 (Right)
erector spinae,erector_spinae,0.8062190094571811 (Right)
bronchus connective tissue,bronchus_connective_tissue,0.8062190094571811 (Right)
ear skin,ear_skin,0.8062190094571811 (Right)
hand digit 3,hand_digit_3,0.8062190094571811 (Right)
sphincter colli superficialis,sphincter_colli_superficialis,0.8062190094571811 (Right)
myenteric nerve plexus,myenteric_nerve_plexus,0.8062190094571811 (Right)
hypogastric nerve plexus,hypogastric_nerve_plexus,0.8062190094571811 (Right)
spinalis thoracis,spinalis_thoracis,0.8062190094571811 (Right)
superior vena cava,superior_vena_cava,0.8062190094571811 (Right)
corniculate cartilage,corniculate_cartilage,0.8062190094571811 (Right)
splenic cord,splenic_cord,0.8062190094571811 (Right)
hand digit 5,hand_digit_5,0.8062190094571811 (Right)
decidua,decidua,0.8062190094571811 (Right)
teres major,teres_major_muscle,0.8062190094571811 (Right)
foot digit 5,foot_digit_5,0.8062190094571811 (Right)
superior sagittal sinus,superior_sagittal_sinus,0.8062190094571811 (Right)
lower respiratory tract cartilage,lower_respiratory_tract_cartilage,0.8062190094571811 (Right)
left lung bronchiole,left_lung_bronchiole,0.8062190094571811 (Right)
alveolar wall,alveolar_wall,0.8062190094571811 (Right)
prostate gland secretion,prostate_gland_secretion,0.8062190094571811 (Right)
foot digit 1,foot_digit_1,0.8062190094571811 (Right)
filiform papilla,filiform_papilla,0.8062190094571811 (Right)
vastus lateralis,vastus_lateralis,0.8062190094571811 (Right)
foot digit 2,foot_digit_2,0.8062190094571811 (Right)
levator labii superioris,levator_labii_superioris,0.8062190094571811 (Right)
nasolacrimal duct,nasolacrimal_duct,0.8062190094571811 (Right)
buccinator,buccinator,0.8062190094571811 (Right)
extensor carpi ulnaris,extensor_carpi_ulnaris,0.8062190094571811 (Right)
external ear cartilage,external_ear_cartilage,0.8062190094571811 (Right)
brachialis,brachialis,0.8062190094571811 (Right)
feces,feces,0.8062190094571811 (Right)
lacrimal canaliculus,lacrimal_canaliculus,0.8062190094571811 (Right)
respiratory bronchiole epithelium,respiratory_bronchiole_epithelium,0.8062190094571811 (Right)
parasympathetic ganglion,parasympathetic_ganglion,0.8062190094571811 (Right)
superficial palmal arch,superficial_palmar_arch,0.8062190094571811 (Right)
trachea epithelium,tracheal_epithelium,0.8062190094571811 (Right)
longissimus capitis,longissimus_capitis,0.8062190094571811 (Right)
adrenal gland capsule,adrenal_gland_capsule,0.8062190094571811 (Right)
gracilis,gracilis,0.8062190094571811 (Right)
cardiac nerve plexus,cardiac_nerve_plexus,0.8062190094571811 (Right)
